target,feat_01,feat_02,feat_03,feat_04,feat_05,feat_06,feat_07,feat_08,feat_09,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18
1.0,45359.1,17593.786666666667,52781.36,24329.418595324743,1.0,3.0,0.0,0.3333333333333333,0.0,0.0,3.0,0.0,13.0,3.0,3.0,1.0,0.6666666666666666,0.0
1.0,39337.22,16400.397142857146,114802.78,15429.965135612712,1.0,7.0,0.0,0.1428571428571428,0.0,4.0,7.0,0.5714285714285714,12.0,7.0,7.0,1.0,0.0,274.35
1.0,103033.02,26654.333333333336,159926.0,40548.080976771605,1.0,6.0,0.0,0.1666666666666666,0.0,2.0,6.0,0.3333333333333333,1.0,6.0,6.0,1.0,0.3333333333333333,27.9
1.0,259055.96,32896.86174603173,2072502.29,40788.00181411656,0.0,63.0,0.0,0.0,1.0,62.0,63.0,0.984126984126984,5.0,63.0,63.0,1.0,0.2222222222222222,215.7708333333333
1.0,62100.0,10142.623,202852.46,16182.045385333093,0.0,20.0,0.0,0.0,1.0,18.0,20.0,0.9,12.0,20.0,20.0,1.0,0.1,6.55
1.0,255000.0,92121.66666666666,276365.0,141460.3216747839,1.0,3.0,0.0,0.3333333333333333,1.0,2.0,3.0,0.6666666666666666,14.0,3.0,3.0,1.0,0.0,0.0
1.0,51954.0,13740.65,137406.5,16065.012367677227,1.0,10.0,0.0,0.1,0.0,7.0,10.0,0.7,12.0,10.0,10.0,1.0,0.3,26.08333333333333
1.0,35827.3,9911.308095238091,208137.47,11206.585608869736,0.0,21.0,0.0,0.0,1.0,18.0,21.0,0.8571428571428571,12.0,21.0,21.0,1.0,0.0952380952380952,340.4166666666667
1.0,84826.11,42415.05,84830.1,59978.29624661907,1.0,2.0,0.0,0.5,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0
1.0,634136.44,47600.16096774195,1475604.99,119470.62435175266,0.0,31.0,0.0,0.0,1.0,27.0,31.0,0.8709677419354839,3.0,31.0,31.0,1.0,0.064516129032258,0.0
1.0,238710.63,31946.534090909096,702823.75,64195.35172505194,0.0,22.0,0.0,0.0,1.0,22.0,22.0,1.0,12.0,22.0,22.0,1.0,0.0909090909090909,25.55
1.0,43999.91,18238.53,109431.18,19177.99355872663,1.0,6.0,0.0,0.1666666666666666,1.0,2.0,6.0,0.3333333333333333,1.0,6.0,6.0,1.0,0.3333333333333333,428.3333333333333
0.0,32.0,32.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2053.5,738.2045454545456,16240.5,437.89509123845625,10.0,22.0,1.0,0.4545454545454545,0.0,19.0,22.0,0.8636363636363636,14.0,22.0,23.0,0.9565217391304348,1.0,5.930303030303031
0.0,591.0,201.0,804.0,278.20855486487113,2.0,4.0,0.0,0.5,0.0,4.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,2.6
0.0,18884.4,4557.7,27346.2,7052.460530339748,3.0,6.0,0.0,0.5,0.0,4.0,6.0,0.6666666666666666,4.0,6.0,6.0,1.0,0.0,59.083333333333336
0.0,126.61,79.26,475.56,24.682219511219,1.0,6.0,0.0,0.1666666666666666,0.0,0.0,6.0,0.0,13.0,0.0,6.0,0.0,0.0,33.68333333333333
0.0,11687.95,2781.521818181818,30596.74,3108.215765618012,10.0,11.0,0.0,0.9090909090909092,0.0,0.0,11.0,0.0,9.0,0.0,11.0,0.0,0.0,349.93333333333334
0.0,992.66,754.0133333333333,2262.04,413.3481517236206,2.0,3.0,0.0,0.6666666666666666,0.0,2.0,3.0,0.6666666666666666,7.0,0.0,3.0,0.0,0.0,0.0
0.0,1.5,1.5,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,117.0,117.0,117.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,184.0,184.0,184.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,10.0,10.0,20.0,0.0,1.0,2.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,656.55
0.0,85.7,85.7,85.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,273.78,219.224,1096.12,121.9909245804785,0.0,5.0,1.0,0.0,0.0,4.0,5.0,0.8,2.0,0.0,6.0,0.0,0.0,4.475
0.0,77.4,77.4,77.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,102.74,102.74,102.74,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
0.0,2000.0,1089.8,2179.6,1287.2171844719912,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0
0.0,45.76,45.76,45.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,660.0,660.0,3960.0,0.0,1.0,6.0,1.0,0.1666666666666666,0.0,6.0,6.0,1.0,0.0,7.0,7.0,1.0,0.0,2.8366666666666664
0.0,2500.0,1724.263333333334,155183.7,659.1374841292746,6.0,90.0,0.0,0.0666666666666666,0.0,89.0,90.0,0.9888888888888888,3.0,0.0,90.0,0.0,0.0,3.260465116279069
0.0,353.2,157.44,1416.96,104.160624638104,1.0,9.0,2.0,0.1111111111111111,0.0,4.0,9.0,0.4444444444444444,1.0,0.0,11.0,0.0,0.0,236.03333333333333
0.0,100.0,100.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,3030.0,3030.0,3030.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2907.7,2221.451666666667,106629.68,257.51975874891474,6.0,48.0,0.0,0.125,0.0,0.0,48.0,0.0,4.0,0.0,48.0,0.0,0.0,8.876086956521737
0.0,10.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,300.0,149.0,1490.0,73.81944940942809,2.0,10.0,0.0,0.2,0.0,9.0,10.0,0.9,2.0,0.0,10.0,0.0,0.0,43.76944444444444
0.0,50.0,46.66666666666667,140.0,5.773502691896258,2.0,3.0,0.0,0.6666666666666666,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,0.1833333333333333
0.0,1605.5,178.30654850746265,191144.62,114.94687339504056,336.0,1072.0,37.0,0.3134328358208955,0.0,963.0,1072.0,0.898320895522388,7.0,0.0,1109.0,0.0,0.0,22.218178796942528
0.0,551.35,97.67916666666667,1172.15,149.8846015778523,1.0,12.0,2.0,0.0833333333333333,0.0,8.0,12.0,0.6666666666666666,2.0,0.0,14.0,0.0,0.0,36.96111111111112
0.0,5.0,5.0,30.0,0.0,1.0,6.0,1.0,0.1666666666666666,0.0,6.0,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.5333333333333333
0.0,300.0,249.77419354838716,7743.0,99.87182107662449,10.0,31.0,8.0,0.3225806451612903,0.0,20.0,31.0,0.6451612903225806,3.0,0.0,39.0,0.0,0.0,29.430000000000003
0.0,204.93,114.77615384615385,1492.09,50.21879288647188,9.0,13.0,0.0,0.6923076923076923,0.0,0.0,13.0,0.0,14.0,0.0,13.0,0.0,0.0,347.0444444444444
0.0,10.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,345.0,137.0,411.0,180.2331822944932,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,1.0,1.0,0.0,0.0
0.0,2500.0,2500.0,2500.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
0.0,293.6,127.60666666666664,765.64,110.97191981157516,0.0,6.0,1.0,0.0,0.0,3.0,6.0,0.5,4.0,0.0,7.0,0.0,0.0,125.11666666666666
0.0,868.63,129.87744394618835,28962.67,111.70485897718522,172.0,223.0,0.0,0.7713004484304933,0.0,176.0,223.0,0.7892376681614349,5.0,0.0,223.0,0.0,0.0,154.75168918918914
0.0,47.8,47.8,47.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1250.0,1250.0,1250.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,6704.0,822.3777142857142,115132.88,910.189317292926,94.0,140.0,0.0,0.6714285714285714,0.0,41.0,140.0,0.2928571428571428,3.0,0.0,140.0,0.0,0.0,145.98436213991775
0.0,3148.0,1119.7,4478.8,1391.8932286637505,3.0,4.0,0.0,0.75,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0
0.0,2990.9,204.88849650349664,117196.22,378.3472201509935,7.0,572.0,51.0,0.0122377622377622,0.0,567.0,571.0,0.9929947460595446,5.0,0.0,623.0,0.0,0.0,67.25758835758842
0.0,46.15,31.518,157.59,19.736283084714813,0.0,5.0,0.0,0.0,0.0,4.0,5.0,0.8,3.0,1.0,6.0,0.1666666666666666,0.0,24.541666666666668
0.0,125.0,64.0,128.0,86.2670273047588,1.0,2.0,0.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,799.0,283.5598979591836,250099.83,118.8399909821174,383.0,882.0,7.0,0.4342403628117914,0.0,219.0,882.0,0.2482993197278911,8.0,0.0,1023.0,0.0,0.0,112.78154235145384
0.0,1655.73,1655.73,1655.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,138.32,138.32,138.32,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0
0.0,223.4,118.23333333333332,354.7,91.48684787079144,3.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
0.0,2700.0,2700.0,8100.0,0.0,2.0,3.0,0.0,0.6666666666666666,0.0,2.0,3.0,0.6666666666666666,7.0,3.0,3.0,1.0,0.6666666666666666,0.0
0.0,528.51,191.42666666666668,1148.56,178.36612040033464,5.0,6.0,0.0,0.8333333333333334,0.0,2.0,6.0,0.3333333333333333,9.0,0.0,6.0,0.0,0.0,0.0
0.0,9975.92,4049.883333333333,133646.15,2683.13935017554,6.0,33.0,0.0,0.1818181818181818,0.0,10.0,33.0,0.303030303030303,1.0,33.0,33.0,1.0,0.9696969696969696,77.77314814814814
0.0,11000.0,204.6278436657681,75916.93,949.4809563119848,90.0,371.0,79.0,0.2425876010781671,1.0,146.0,371.0,0.3935309973045822,4.0,2.0,450.0,0.0044444444444444,0.0,33.863014403292176
0.0,399.6,399.6,399.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
0.0,297.7,153.590625,2457.45,58.14818558003336,9.0,16.0,3.0,0.5625,0.0,2.0,16.0,0.125,0.0,0.0,19.0,0.0,0.0,23.967777777777773
0.0,10.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,499.0,132.2425,528.97,244.505,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,3.0,2.0,5.0,0.4,0.0,58.73333333333333
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,8360.0,438.5552135374694,544247.02,268.0391776057886,743.0,1241.0,59.0,0.5987107171635777,0.0,1038.0,1241.0,0.8364222401289283,4.0,0.0,1300.0,0.0,0.0,54.05542168674705
0.0,8900.0,8900.0,8900.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,97.0,28.97517241379311,4201.4,7.797128487057154,31.0,145.0,47.0,0.2137931034482758,0.0,34.0,145.0,0.2344827586206896,6.0,9.0,192.0,0.046875,0.0,175.77107843137262
0.0,10.0,10.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,43.95,43.95,43.95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,3420.0,3420.0,3420.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,450.0,375.0,1500.0,49.99999999999999,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,5.0,0.0,0.0,3.1166666666666667
0.0,73.9,73.9,73.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,1.5,1.5,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,100.0,38.74321428571428,1084.81,22.70129039464521,0.0,28.0,0.0,0.0,0.0,28.0,28.0,1.0,0.0,0.0,28.0,0.0,0.0,13.57948717948718
0.0,225.0,30.01022494887525,14675.0,12.432188924951545,415.0,489.0,0.0,0.8486707566462167,0.0,350.0,489.0,0.7157464212678937,6.0,0.0,489.0,0.0,0.0,138.9947993447993
0.0,12350.0,4882.837837837838,361330.0,3166.426844195927,18.0,74.0,0.0,0.2432432432432432,0.0,26.0,26.0,1.0,8.0,0.0,74.0,0.0,0.0,54.54966666666667
0.0,200.0,188.175,752.7,13.654333866334651,2.0,4.0,0.0,0.5,0.0,2.0,4.0,0.5,1.0,0.0,4.0,0.0,0.0,0.0
0.0,501.61,342.905,685.81,224.44276341642205,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,12000.0,583.0985915492959,41400.0,1487.7275014975942,42.0,71.0,0.0,0.5915492957746479,0.0,37.0,71.0,0.5211267605633803,1.0,0.0,71.0,0.0,0.0,71.39404761904761
0.0,100.0,88.57142857142857,620.0,10.690449676496971,3.0,7.0,0.0,0.4285714285714285,0.0,7.0,7.0,1.0,2.0,0.0,7.0,0.0,0.0,173.54166666666666
0.0,557.09,107.5554761904762,4517.33,115.30883805109886,1.0,42.0,3.0,0.0238095238095238,0.0,39.0,42.0,0.9285714285714286,2.0,0.0,49.0,0.0,0.0,14.810101010101013
0.0,23.49,10.330476190476189,216.94,4.967831998156213,2.0,21.0,0.0,0.0952380952380952,0.0,21.0,21.0,1.0,1.0,0.0,21.0,0.0,0.0,16.2974358974359
0.0,180.71,180.71,180.71,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,31500.0,3404.2051666666707,817009.24,4406.409926799343,56.0,240.0,0.0,0.2333333333333333,0.0,219.0,240.0,0.9125,11.0,0.0,240.0,0.0,0.0,12.428465346534663
0.0,815.5,243.3328571428572,1703.33,274.59313676263446,5.0,7.0,1.0,0.7142857142857143,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,244.33
0.0,107.69,54.845,109.69,74.73411570360621,1.0,2.0,0.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,69.46,56.22,168.66,16.381794773467284,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,26.03333333333333
0.0,11231.83,2074.176,31112.64,3304.5028406960964,7.0,15.0,0.0,0.4666666666666667,0.0,0.0,15.0,0.0,8.0,1.0,15.0,0.0666666666666666,0.0,99.66666666666669
0.0,299.0,299.0,299.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1602.25,677.43,2032.29,812.4024118009498,1.0,3.0,0.0,0.3333333333333333,0.0,0.0,3.0,0.0,4.0,3.0,3.0,1.0,0.0,0.0
0.0,272.98,117.94,707.64,96.8954261046413,1.0,6.0,0.0,0.1666666666666666,0.0,2.0,5.0,0.4,13.0,0.0,6.0,0.0,0.0,461.4
0.0,167.12,167.12,167.12,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1660.6,1660.6,1660.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,221.73,131.315,262.63,127.86611924196336,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,409.9,409.9,409.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5966.0,989.0136702127658,185934.57,1062.6311041790614,64.0,188.0,0.0,0.3404255319148936,0.0,176.0,188.0,0.9361702127659576,7.0,3.0,191.0,0.0157068062827225,0.0,25.262888888888885
0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,899.0,899.0,2697.0,0.0,3.0,3.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0
0.0,42.46,42.46,42.46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,16783.0,2115.5460869565222,97315.12,3103.478217741062,27.0,46.0,0.0,0.5869565217391305,0.0,7.0,46.0,0.1521739130434782,3.0,1.0,47.0,0.0212765957446808,0.0,271.19466666666665
0.0,1851.73,1851.73,1851.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,159.9,94.34285714285714,660.4,46.84199885938747,1.0,7.0,0.0,0.1428571428571428,0.0,4.0,7.0,0.5714285714285714,1.0,1.0,7.0,0.1428571428571428,0.0,8.025
0.0,34.95,34.95,34.95,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1435.28,192.6382142857143,5393.87,317.8524369141264,17.0,28.0,0.0,0.6071428571428571,0.0,14.0,28.0,0.5,9.0,0.0,28.0,0.0,0.0,31.02083333333333
0.0,484.92,179.2025,1433.62,139.85259819334274,4.0,8.0,0.0,0.5,0.0,4.0,8.0,0.5,13.0,0.0,8.0,0.0,0.0,4.783333333333333
0.0,5441.69,2656.825714285714,18597.78,2054.428430122412,1.0,7.0,0.0,0.1428571428571428,0.0,4.0,7.0,0.5714285714285714,2.0,7.0,7.0,1.0,1.0,5.7375
0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,204.89,156.975,313.95,67.76204284110683,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,549.15,237.16000000000005,12569.48,110.96453620933964,14.0,53.0,1.0,0.2641509433962264,0.0,52.0,53.0,0.981132075471698,4.0,0.0,54.0,0.0,0.0,76.87303921568629
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,279.99,212.65,637.95,58.318150690844114,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,3.0,0.0,0.0,32.31666666666667
0.0,247.0,177.0,354.0,98.99494936611666,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,1.5,1.5,1.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,219.55,219.55,219.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,104.4,32.527429214929185,101095.25,8.759887974283194,182.0,3108.0,0.0,0.0585585585585585,0.0,3108.0,3108.0,1.0,4.0,0.0,3108.0,0.0,0.0,4.604511154855637
0.0,499.0,499.0,499.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1698.8,177.1533714285714,31001.84,146.7066559520634,65.0,175.0,0.0,0.3714285714285714,0.0,53.0,175.0,0.3028571428571429,5.0,0.0,175.0,0.0,0.0,265.01359649122804
0.0,1257.0,99.25,1588.0,309.37733164104526,1.0,16.0,0.0,0.0625,0.0,14.0,16.0,0.875,0.0,0.0,16.0,0.0,0.0,61.00000000000001
0.0,2452.64,796.6363333333334,119495.45,427.2584966617829,84.0,150.0,0.0,0.56,0.0,106.0,150.0,0.7066666666666667,12.0,0.0,150.0,0.0,0.0,69.0858333333333
0.0,649.7,251.239,5024.78,142.19608436758617,16.0,20.0,0.0,0.8,0.0,2.0,20.0,0.1,8.0,0.0,20.0,0.0,0.0,92.01666666666668
0.0,500.0,371.4285714285714,2600.0,111.26972805283737,0.0,7.0,0.0,0.0,0.0,7.0,7.0,1.0,2.0,0.0,7.0,0.0,0.0,43.16666666666666
0.0,1500.0,1500.0,1500.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,14.0,10.5,21.0,4.949747468305833,1.0,2.0,0.0,0.5,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
0.0,318.84,133.51333333333332,400.54,160.57702990569146,2.0,3.0,0.0,0.6666666666666666,0.0,2.0,3.0,0.6666666666666666,1.0,0.0,3.0,0.0,0.0,0.0
0.0,136.76,136.76,136.76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,599.8,174.84524456521754,128686.1,29.60600286979821,114.0,736.0,0.0,0.154891304347826,0.0,147.0,736.0,0.1997282608695652,4.0,13.0,736.0,0.0176630434782608,1.0,32.96614509246086
0.0,266.0,266.0,798.0,0.0,1.0,3.0,0.0,0.3333333333333333,0.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,4.991666666666666
0.0,319.86,319.86,319.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,530.0,155.41307692307694,2020.37,154.11595836602038,1.0,13.0,3.0,0.0769230769230769,0.0,7.0,13.0,0.5384615384615384,2.0,1.0,16.0,0.0625,0.0,271.74666666666667
0.0,6120.0,676.0646067415732,361018.5,424.3590707202634,346.0,534.0,2.0,0.6479400749063671,0.0,376.0,534.0,0.704119850187266,2.0,0.0,536.0,0.0,0.0,32.567134268537075
0.0,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2000.0,2000.0,2000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,8918.7,1419.6435779816509,464223.45,1493.5603824660484,141.0,327.0,0.0,0.4311926605504587,0.0,306.0,327.0,0.9357798165137616,4.0,0.0,327.0,0.0,0.0,36.093546365914776
0.0,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,59.9,59.9,539.1,0.0,2.0,9.0,0.0,0.2222222222222222,0.0,9.0,9.0,1.0,1.0,0.0,9.0,0.0,0.0,4.316666666666666
0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,2240.0,285.29914529914527,33380.0,387.2194705349051,94.0,117.0,10.0,0.8034188034188035,0.0,81.0,117.0,0.6923076923076923,1.0,0.0,127.0,0.0,0.0,62.06912280701757
0.0,21051.0,7242.466666666667,21727.4,11958.64855463749,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,304.4833333333333
0.0,229.9,94.986,949.86,92.13614506081024,2.0,10.0,2.0,0.2,0.0,6.0,10.0,0.6,1.0,0.0,12.0,0.0,0.0,1.586666666666667
0.0,459.98,459.98,459.98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,434.6,257.1055555555555,2313.95,133.6174620990003,2.0,9.0,0.0,0.2222222222222222,0.0,3.0,9.0,0.3333333333333333,0.0,0.0,9.0,0.0,0.0,177.96190476190478
0.0,137.02,137.02,137.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,11.99,11.99,11.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,5000.0,1169.923076923077,15209.0,1208.9717022838363,2.0,13.0,0.0,0.1538461538461538,0.0,0.0,13.0,0.0,1.0,13.0,13.0,1.0,0.8461538461538461,213.75714285714284
0.0,656.89,313.73,941.19,297.392500241684,1.0,3.0,0.0,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,763.7833333333333
0.0,24534.56,4411.912727272726,97062.08,5349.316768305829,1.0,22.0,0.0,0.0454545454545454,0.0,21.0,22.0,0.9545454545454546,12.0,22.0,22.0,1.0,0.0909090909090909,538.1583333333333
0.0,178.0,91.25,365.0,60.82968025561206,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,2.9166666666666665
0.0,2860.0,2860.0,2860.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,303.7,180.25,2523.5,42.981623980487285,1.0,14.0,1.0,0.0714285714285714,0.0,4.0,14.0,0.2857142857142857,0.0,1.0,16.0,0.0625,0.0,166.58703703703702
0.0,819.21,583.294,2916.47,287.5650417383866,3.0,5.0,1.0,0.6,0.0,2.0,5.0,0.4,5.0,0.0,6.0,0.0,0.0,0.0
0.0,156.31,156.31,156.31,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
0.0,80.0,80.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
